id,Nom,Référence,prix TTC,TVA,catalogId,vendorId,unit,Quantité,actif,image
557525,Roquette,FVW-2,1.1,5.5,32264,15238,Piece,1,true,https://app.cagette.net/file/127340_bc847623bb8fafdd52eb89091acbbc37
1492303,Roquette - Resto,FVW-3,1.1,5.5,32264,15238,Piece,1,true,https://app.cagette.net/file/127340_bc847623bb8fafdd52eb89091acbbc37
677528,Salade Cerbiatta,Salcer-1,1.1,0,32264,15238,Piece,1,true,https://app.cagette.net/file/174696_7ebc04787bc9da3a832c0fe91544ee61
730429,Salade Chioggia,Salch-1,2,0,32264,15238,Piece,1,false,https://app.cagette.net/file/174695_82a44b442fd1d466529551c51ef37885
537110,Salade feuille de chêne rouge,Salfr-1,1.1,5.5,32264,15238,Piece,1,true,https://app.cagette.net/file/102618_13fbb938960684d5eeccea33a4c96f3e
537111,Salade feuille de chêne verte,Salfv-1,1.1,5.5,32264,15238,Piece,1,true,https://app.cagette.net/file/102619_cab25a786faec9a2b05e6ecfb338673f
557544,Salade forellenschluss,SKX-1,1.1,5.5,32264,15238,Piece,1,true,https://app.cagette.net/file/147804_81934c19946bc9e9725613e0f361785d
730430,Salade frisée,Fri-1,2,0,32264,15238,Piece,1,false,https://app.cagette.net/file/174700_8c9a6bfa84952b57bb083b011c69efd9
1222232,salade laitue verte,GWB-1,1.1,5.5,32264,15238,Piece,1,false,https://app.cagette.net/file/279346_fa3ec8c61ea51cf5ce78b72bc3bf0e7d
616913,Salade romaine,Salro-1,1.1,5.5,32264,15238,Piece,1,false,https://app.cagette.net/img/taxo/grey/legumes.png
1101764,Salade sucrine,JRY-1,1.1,5.5,32264,15238,Piece,1,false,https://app.cagette.net/file/279347_b6ab17399915e6289cdf877ef65b5e44
730431,Scarole,Sca-1,2,0,32264,15238,Piece,1,false,https://app.cagette.net/file/174698_ead6dd2823eace9b2f608f2c91e54eab
1168274,Shizo,KWZ-1,1.1,5.5,32264,15238,Piece,1,false,https://app.cagette.net/file/279348_890ef9f1ef627a4838bce955a1e095dd
712721,tomates,toma-2,30,5.5,32264,15238,Kilogram,10,false,https://app.cagette.net/file/157999_3083d30c57fe3d0ff1f9efe511324b3d
692064,tomates,toma-1,4,5.5,32264,15238,Kilogram,1,false,https://app.cagette.net/file/157999_3083d30c57fe3d0ff1f9efe511324b3d
1191428,tomates - 5kg,toma-3,17.5,5.5,32264,15238,Kilogram,5,false,https://app.cagette.net/file/157999_3083d30c57fe3d0ff1f9efe511324b3d
713286,tomates cerises,tomcer-1,2.5,5.5,32264,15238,Piece,1,false,https://app.cagette.net/file/164283_83f18ee18c60bdf4795b35df852367ad
712722,Tomates multi-colores,Tommulti-1,6,5.5,32264,15238,Kilogram,1,false,https://app.cagette.net/file/164287_f8e4befd11b249908b412d451d16a01c
537112,Wasabino,TFW-1,1.1,5.5,32264,15238,Piece,1,false,https://app.cagette.net/file/95199_30f317af7a180ae4702c624af66ba0ae
